PROVINCIA,DISPOSITIVO,DESC_ESTADO_TRX,DESC_GRUPO_TIPO_TRX,DESC_MARCA,DESC_TIPO_DISPOSITIVO,DESC_TIPO_INSTITUCION,DESC_TIPO_UBICACION,INSTITUCION_ADQUIRENTE,INSTITUCION_AUTORIZADORA,NRO_TRANSACCIONES,TIPO,VALOR_TRANSACCION
PICHINCHA,2240292-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,151
EL ORO,23413083-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO GUAYAQUIL,COOP. 29 DE OCTUBRE,1,INTERBANCARIAS,100.5
PICHINCHA,25225637-RED TRANSACCIONAL COONECTA,PROCESADA NO AUTORIZ,RETIROS,NCR     ,NO REGISTRADO,AUXILIAR DE PAGOS,ISLA,RED TRANSACCIONAL COONECTA,BANCO DE MACHALA,1,INTERBANCARIAS,50.5
EL ORO,2061954-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,500
PICHINCHA,2240292-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,300.5
EL ORO,2200270-BANCO INTERNACIONAL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO INTERNACIONAL,BANCO PICHINCHA,1,INTERBANCARIAS,100.5
PICHINCHA,25220552-RED TRANSACCIONAL COONECTA,PROCESADA AUTORIZADA,RETIROS,NCR     ,NO REGISTRADO,AUXILIAR DE PAGOS,ISLA,RED TRANSACCIONAL COONECTA,BANCO DE MACHALA,1,INTERBANCARIAS,40.5
GUAYAS,2062657-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PRODUBANCO,2,INTERBANCARIAS,150
GUAYAS,23407201-BANCO GUAYAQUIL,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,120.5
GUAYAS,2170296-BANCO DEL AUSTRO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO DEL AUSTRO,BANCO INTERNACIONAL,3,INTERBANCARIAS,241.5
PASTAZA,2240844-COOP. JEP,PROCESADA AUTORIZADA,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,0
SANTO DOMINGO DE LOS TSﾃ，HILAS,2080691-BANCO DE LOJA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,CAJERO AUTOMATICO,BANCOS,ISLA,BANCO DE LOJA,BANCO DE LOJA,1,Propias,200
LOJA,23407213-BANCO GUAYAQUIL,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,120.5
GUAYAS,2080691-BANCO DE LOJA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,CAJERO AUTOMATICO,BANCOS,ISLA,BANCO DE LOJA,BANCO DE LOJA,1,Propias,180
LOJA,2240772-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
PICHINCHA,2061398-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,2,Propias,220
SANTA ELENA,2240906-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,20.5
EL ORO,2240449-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO PRODUBANCO,1,INTERBANCARIAS,20.5
EL ORO,23402055-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
GUAYAS,2470302-COOP. JARDIN AZUAYO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JARDIN AZUAYO,BANCO GUAYAQUIL,1,INTERBANCARIAS,50.45
AZUAY,23407221-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,CONSULTAS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,2,INTERBANCARIAS,0
GUAYAS,2062564-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO BANECUADOR,1,INTERBANCARIAS,20
PICHINCHA,2181933-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,CONSULTAS,HYOSUNG,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,0
GUAYAS,2062590-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO BANECUADOR,3,INTERBANCARIAS,470
PICHINCHA,2240292-COOP. JEP,PROCESADA AUTORIZADA,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,0
EL ORO,2062736-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO DINERS CLUB,1,INTERBANCARIAS,150
ESMERALDAS,2240844-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,10.5
SANTO DOMINGO DE LOS TSﾃ，HILAS,2550077-COOP. POLICIA NACIONAL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. POLICIA NACIONAL,BANCO PRODUBANCO,1,INTERBANCARIAS,100.5
MANABﾍ,2181933-BANCO DEL PACIFICO,PROCESADA NO AUTORIZ,RETIROS,HYOSUNG,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,10.5
GUAYAS,2311011-BANCO SOLIDARIO,PROCESADA AUTORIZADA,RETIROS,NCR     ,NO REGISTRADO,BANCOS,AGENCIA,BANCO SOLIDARIO,BANCO PICHINCHA,3,INTERBANCARIAS,71.5
PICHINCHA,23412693-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,10.5
GUAYAS,2062736-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PICHINCHA,2,Propias,110
ESMERALDAS,2240437-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,151
MANABﾍ,2062585-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,20
PICHINCHA,23413385-BANCO GUAYAQUIL,PROCESADA NO AUTORIZ,CONSULTAS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,0
MANABﾍ,2620503-EXSERSA S.A.,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,AUXILIAR DE PAGOS,AGENCIA,EXSERSA S.A.,MUTUALISTA PICHINCHA,1,INTERBANCARIAS,20.5
PICHINCHA,23401974-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,CONSULTAS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,0
GUAYAS,2063220-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,ISLA,BANCO PICHINCHA,BANCO INTERNACIONAL,1,INTERBANCARIAS,100
SANTO DOMINGO DE LOS TSﾃ，HILAS,2240944-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,50.5
EL ORO,2063651-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,150
PICHINCHA,2550125-COOP. POLICIA NACIONAL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. POLICIA NACIONAL,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
ORELLANA,2061386-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,GRG,CAJERO AUTOMATICO,BANCOS,ISLA,BANCO PICHINCHA,BANCO GUAYAQUIL,1,INTERBANCARIAS,60
TUNGURAHUA,2240747-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
SANTA ELENA,2063221-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,200
SANTO DOMINGO DE LOS TSﾃ，HILAS,23412693-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,4,INTERBANCARIAS,362
GUAYAS,2062657-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,200
GUAYAS,2240247-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,60.5
EL ORO,2063189-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,30
IMBABURA,2240944-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,10.5
EL ORO,2062649-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,100
GUAYAS,2240247-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,41
EL ORO,23404559-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO PRODUBANCO,1,INTERBANCARIAS,30.5
SANTA ELENA,2182355-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
GUAYAS,2062649-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PRODUBANCO,2,INTERBANCARIAS,120
GUAYAS,2240944-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,20.5
EL ORO,23414581-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO PRODUBANCO,1,INTERBANCARIAS,20.5
PICHINCHA,25225629-RED TRANSACCIONAL COONECTA,PROCESADA AUTORIZADA,RETIROS,NCR     ,NO REGISTRADO,AUXILIAR DE PAGOS,AGENCIA,RED TRANSACCIONAL COONECTA,BANCO DE MACHALA,1,INTERBANCARIAS,20.5
LOJA,2061122-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,GRG,CAJERO AUTOMATICO DEPOSITARIO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,280
PICHINCHA,2063405-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DE MACHALA,1,INTERBANCARIAS,10
GUAYAS,2060153-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,10
TUNGURAHUA,2063405-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DE MACHALA,1,INTERBANCARIAS,10
GUAYAS,2240293-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO PRODUBANCO,1,INTERBANCARIAS,10.5
PICHINCHA,2330251-BANCO BOLIVARIANO,PROCESADA AUTORIZADA,RETIROS,NCR     ,NO REGISTRADO,BANCOS,ISLA,BANCO BOLIVARIANO,BANCO DE MACHALA,1,INTERBANCARIAS,50.5
GUAYAS,2061747-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,10
PICHINCHA,23407041-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,2,INTERBANCARIAS,151
GUAYAS,2200730-BANCO INTERNACIONAL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO INTERNACIONAL,BANCO BANECUADOR,1,INTERBANCARIAS,30.5
ORELLANA,2240747-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,201
SANTA ELENA,2062743-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO BANECUADOR,1,INTERBANCARIAS,100
CARCHI,2061281-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DE MACHALA,2,INTERBANCARIAS,100
LOS RﾍOS,2063401-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,100
MANABﾍ,2240247-COOP. JEP,PROCESADA AUTORIZADA,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,0
EL ORO,2062966-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO BANECUADOR,1,INTERBANCARIAS,50
SANTO DOMINGO DE LOS TSﾃ，HILAS,2063713-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,ISLA,BANCO PICHINCHA,BANCO DE MACHALA,1,INTERBANCARIAS,100
MANABﾍ,2200612-BANCO INTERNACIONAL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO INTERNACIONAL,BANCO BANECUADOR,1,INTERBANCARIAS,100.5
SUCUMBﾍOS,2240437-COOP. JEP,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,175.5
MANABﾍ,2062724-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO DINERS CLUB,3,INTERBANCARIAS,80
PICHINCHA,2400072-BANCO CODESARROLLO,PROCESADA NO AUTORIZ,CONSULTAS,GRG,NO REGISTRADO,BANCOS,AGENCIA,BANCO CODESARROLLO,BANCO DE MACHALA,1,INTERBANCARIAS,0
GUAYAS,2060782-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,2,Propias,260
CHIMBORAZO,2240882-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,131
EL ORO,2240559-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO INTERNACIONAL,1,INTERBANCARIAS,100.5
GUAYAS,2240759-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,10.5
PICHINCHA,2062463-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,COOP. POLICIA NACIONAL,1,INTERBANCARIAS,100
PICHINCHA,2240759-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,80.5
PICHINCHA,2062585-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PRODUBANCO,1,INTERBANCARIAS,30
PICHINCHA,2240755-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,8,INTERBANCARIAS,454
EL ORO,2062649-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO DINERS CLUB,1,INTERBANCARIAS,250
GUAYAS,2181709-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,HYOSUNG,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,2,INTERBANCARIAS,121
GUAYAS,2062696-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO DEL AUSTRO,2,INTERBANCARIAS,200
PICHINCHA,25224425-RED TRANSACCIONAL COONECTA,PROCESADA NO AUTORIZ,CONSULTAS,DIEBOLD,NO REGISTRADO,AUXILIAR DE PAGOS,ISLA,RED TRANSACCIONAL COONECTA,BANCO DE MACHALA,1,INTERBANCARIAS,0
AZUAY,2062935-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,2,Propias,300
PICHINCHA,2240450-COOP. JEP,PROCESADA AUTORIZADA,CONSULTAS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,0
GUAYAS,25229201-RED TRANSACCIONAL COONECTA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,AUXILIAR DE PAGOS,AGENCIA,RED TRANSACCIONAL COONECTA,MUTUALISTA PICHINCHA,1,INTERBANCARIAS,10.5
COTOPAXI,2240123-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,AGENCIA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,111
LOJA,2063285-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,20
PICHINCHA,2240123-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,AGENCIA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,100.5
LOJA,2062590-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO BANECUADOR,4,INTERBANCARIAS,280
PICHINCHA,2240906-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,20.5
EL ORO,2061197-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,GRG,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DINERS CLUB,1,INTERBANCARIAS,100
ORELLANA,23414780-BANCO GUAYAQUIL,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,20.5
GUAYAS,2720631-COOP. 29 DE OCTUBRE,PROCESADA AUTORIZADA,RETIROS,GRG,NO REGISTRADO,COOPERATIVA,AGENCIA,COOP. 29 DE OCTUBRE,BANCO PICHINCHA,1,INTERBANCARIAS,20.5
COTOPAXI,25226101-RED TRANSACCIONAL COONECTA,PROCESADA NO AUTORIZ,CONSULTAS,DIEBOLD,NO REGISTRADO,AUXILIAR DE PAGOS,AGENCIA,RED TRANSACCIONAL COONECTA,BANCO DE MACHALA,1,INTERBANCARIAS,0
CHIMBORAZO,2062736-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,COOP. POLICIA NACIONAL,1,INTERBANCARIAS,80
ESMERALDAS,2181933-BANCO DEL PACIFICO,PROCESADA AUTORIZADA,RETIROS,HYOSUNG,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,10.5
GUAYAS,2061731-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,NCR     ,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,200
PICHINCHA,2240776-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,10.5
EL ORO,2060587-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,CAJERO AUTOMATICO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,20
GUAYAS,2062502-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO DE MACHALA,1,INTERBANCARIAS,100
EL ORO,2062958-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO BANECUADOR,1,INTERBANCARIAS,10
ESMERALDAS,2240362-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,30.5
LOJA,2062736-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,COOP. POLICIA NACIONAL,1,INTERBANCARIAS,100
ESMERALDAS,23416182-BANCO GUAYAQUIL,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO GUAYAQUIL,BANCO DE MACHALA,1,INTERBANCARIAS,20.5
GUAYAS,2062526-BANCO PICHINCHA,PROCESADA NO AUTORIZ,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,AGENCIA,BANCO PICHINCHA,BANCO BANECUADOR,1,INTERBANCARIAS,20
MANABﾍ,2240882-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,2,INTERBANCARIAS,121
EL ORO,2062698-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PICHINCHA,1,Propias,100
GUAYAS,2181617-BANCO DEL PACIFICO,PROCESADA NO AUTORIZ,CONSULTAS,HYOSUNG,NO REGISTRADO,BANCOS,ISLA,BANCO DEL PACIFICO,BANCO DE MACHALA,1,INTERBANCARIAS,0
GUAYAS,2062698-BANCO PICHINCHA,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,BANCOS,ISLA,BANCO PICHINCHA,BANCO PICHINCHA,4,Propias,610
GUAYAS,2240882-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO DE MACHALA,1,INTERBANCARIAS,40.5
EL ORO,2240365-COOP. JEP,PROCESADA AUTORIZADA,RETIROS,DIEBOLD,NO REGISTRADO,COOPERATIVA,ISLA,COOP. JEP,BANCO PICHINCHA,1,INTERBANCARIAS,10.5
GUAYAS,25220574-RED TRANSACCIONAL COONECTA,PROCESADA AUTORIZADA,RETIROS,NCR     ,NO REGISTRADO,AUXILIAR DE PAGOS,ISLA,RED TRANSACCIONAL COONECTA,BANCO DE MACHALA,1,INTERBANCARIAS,60.5
